# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed May 12 01:24:12 2021
#
# CONSTRAINT:  where (default_flag >0
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
LHS 1815 b,LHS 1815,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..160G/abstract target=ref>Gan et al. 2020</a>,3.81433000,0.00003000,-0.00003000,0,0.040400,0.009400,-0.009400,0,1.088,0.064,-0.064,0,0.097,0.006,-0.006,0,8.70000,,,1,0.02737,,,1,Mass,0.000000,,,0,,,,,617,84,-84,0,0,<a refstr=GAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..160G/abstract target=ref>Gan et al. 2020</a>,M1,3643.00,142.00,-142.00,0,0.50,0.03,-0.03,0,0.50,0.01,-0.01,0,-0.120,0.090,-0.090,0,[Fe/H],4.77,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h04m21.60s,91.0899861,-55d18m41.54s,-55.3115376,29.8424000,0.0239000,-0.0239000,12.1670000,0.0470000,-0.0470000,7.9930000,0.0200000,-0.0200000,11.2362000,0.0007080,-0.0007080,2020-03-13,2020-04,2020-03-19
LHS 3844 b,LHS 3844,1,1,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=VANDERSPEK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...871L..24V/abstract target=ref>Vanderspek et al. 2019</a>,0.46292913,0.00000190,-0.00000190,0,0.006220,0.000170,-0.000170,0,1.303,0.022,-0.022,0,0.116,0.002,-0.002,0,,,,,,,,,,,,,,70.10,0.50,-0.50,0,805,20,-20,0,0,<a refstr=VANDERSPEK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...871L..24V/abstract target=ref>Vanderspek et al. 2019</a>,M5,3036.00,77.00,-77.00,0,0.19,0.01,-0.01,0,0.15,0.01,-0.01,0,,,,,,5.06,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h41m59.09s,340.4962038,-69d10m19.59s,-69.1721081,14.8846000,0.0113000,-0.0113000,15.2400000,0.0320000,-0.0320000,9.1450010,0.0230000,-0.0230000,13.3925000,0.0007380,-0.0007380,2019-01-22,2019-02,2019-01-24
LP 714-47 b,LP 714-47,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201101716D/abstract target=ref>Dreizler et al. 2020</a>,4.05203700,0.00000400,-0.00000400,0,0.041700,0.000500,-0.000500,0,4.700,0.300,-0.300,0,0.419,0.027,-0.027,0,30.80000,1.50000,-1.50000,0,0.09691,0.00472,-0.00472,0,Mass,0.040000,0.020000,-0.020000,0,,,,,700,19,-24,0,0,<a refstr=DREIZLER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv201101716D/abstract target=ref>Dreizler et al. 2020</a>,M0.0 V,3950.00,51.00,-51.00,0,0.58,0.02,-0.02,0,0.59,0.02,-0.02,0,0.410,0.160,-0.160,0,[Fe/H],4.64,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h16m45.65s,64.1902212,-12d05m05.51s,-12.0848643,52.6160000,0.1152500,-0.1152500,12.4920000,0.0380000,-0.0380000,8.6260000,0.0250000,-0.0250000,11.7282000,0.0003810,-0.0003810,2020-12-10,2020-11,2020-12-17
LP 791-18 b,LP 791-18,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,0.94800500,0.00000580,-0.00000580,0,0.009690,0.000320,-0.000350,0,1.120,0.130,-0.130,0,0.100,0.012,-0.012,0,,,,,,,,,,0.000000,,,0,21.50,5.40,-4.60,0,650,120,-120,0,0,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,M(6.1+/-0.7) V,2960.00,55.00,-55.00,0,0.17,0.02,-0.02,0,0.14,0.01,-0.01,0,-0.090,0.190,-0.190,0,[Fe/H],5.12,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927000,0.0640000,-0.0638000,16.9100000,0.2000000,-0.2000000,10.6440000,0.0230000,-0.0230000,15.0715000,0.0013240,-0.0013240,2019-11-01,2019-09,2019-11-07
LP 791-18 c,LP 791-18,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,4.98996300,0.00005000,-0.00005000,0,0.029392,0.000980,-0.001050,0,2.310,0.250,-0.250,0,0.206,0.022,-0.022,0,,,,,,,,,,0.000000,,,0,2.35,0.59,-0.51,0,370,30,-30,0,0,<a refstr=CROSSFIELD_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883L..16C/abstract target=ref>Crossfield et al. 2019</a>,M(6.1+/-0.7) V,2960.00,55.00,-55.00,0,0.17,0.02,-0.02,0,0.14,0.01,-0.01,0,-0.090,0.190,-0.190,0,[Fe/H],5.12,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h02m45.72s,165.6904843,-16d24m23.20s,-16.4064445,26.4927000,0.0640000,-0.0638000,16.9100000,0.2000000,-0.2000000,10.6440000,0.0230000,-0.0230000,15.0715000,0.0013240,-0.0013240,2019-11-01,2019-09,2019-11-07
LTT 1445 A b,LTT 1445 A,1,3,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,5.35882000,0.00030000,-0.00031000,0,0.038070,0.000680,-0.000710,0,1.380,0.130,-0.120,0,0.123,0.012,-0.011,0,2.20000,1.70000,-2.10000,0,0.00692,0.00535,-0.00661,0,Mass,0.190000,0.350000,-0.140000,0,,,,,433,28,-27,0,0,<a refstr=WINTERS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..152W/abstract target=ref>Winters et al. 2019</a>,,3337.00,150.00,-150.00,0,0.28,0.02,-0.02,0,0.26,0.01,-0.01,0,-0.340,0.080,-0.080,0,[Fe/H],4.97,0.06,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h01m50.99s,45.4624781,-16d35m40.18s,-16.5944956,6.8692900,0.0038050,-0.0038050,10.5900000,0.0460000,-0.0460000,6.4960000,0.0210000,-0.0210000,10.0469000,0.0012340,-0.0012340,2019-08-09,2019-10,2019-08-15
LTT 3780 b,LTT 3780,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,0.76844800,0.00005500,-0.00005300,0,0.012110,0.000120,-0.000120,0,1.332,0.072,-0.075,0,0.119,0.006,-0.007,0,2.62000,0.48000,-0.46000,0,0.00824,0.00151,-0.00145,0,Mass,0.000000,,,0,106.00,22.00,-19.00,0,892,44,-44,0,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,M4 V,3331.00,157.00,-157.00,0,0.37,0.01,-0.01,0,0.40,0.01,-0.01,0,0.280,0.110,-0.130,0,[Fe/H],4.90,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.7178010,21.9814000,0.0403000,-0.0402000,13.1400000,0.0350000,-0.0350000,8.2040010,0.0210000,-0.0210000,11.8465000,0.0004770,-0.0004770,2020-05-28,2020-07,2020-06-04
LTT 3780 c,LTT 3780,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,12.25190000,0.00280000,-0.00300000,0,0.076730,0.000750,-0.000770,0,2.300,0.160,-0.150,0,0.205,0.014,-0.013,0,8.60000,1.60000,-1.30000,0,0.02706,0.00503,-0.00409,0,Mass,0.060000,0.150000,-0.140000,0,2.63,0.56,-0.48,0,353,18,-18,0,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160....3C/abstract target=ref>Cloutier et al. 2020</a>,M4 V,3331.00,157.00,-157.00,0,0.37,0.01,-0.01,0,0.40,0.01,-0.01,0,0.280,0.110,-0.130,0,[Fe/H],4.90,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h18m34.78s,154.6449033,-11d43m04.08s,-11.7178010,21.9814000,0.0403000,-0.0402000,13.1400000,0.0350000,-0.0350000,8.2040010,0.0210000,-0.0210000,11.8465000,0.0004770,-0.0004770,2020-05-28,2020-07,2020-06-04
LTT 9779 b,LTT 9779,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=JENKINS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs.tmp..180J/abstract target=ref>Jenkins et al. 2020</a>,0.79205200,0.00000930,-0.00000930,0,0.016790,0.000140,-0.000120,0,4.720,0.230,-0.230,0,0.421,0.021,-0.021,0,29.32000,0.78000,-0.81000,0,0.09225,0.00245,-0.00255,0,Mass,0.000000,,,0,,,,,1978,19,-19,0,0,<a refstr=JENKINS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020NatAs.tmp..180J/abstract target=ref>Jenkins et al. 2020</a>,G7 V,5443.00,14.00,-13.00,0,0.95,0.01,-0.01,0,0.77,0.29,-0.21,0,0.270,0.030,-0.030,0,[Fe/H],4.35,0.16,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h54m40.53s,358.6688767,-37d37m41.61s,-37.6282237,80.4373000,0.3174000,-0.3150000,9.7900000,0.0300000,-0.0300000,8.0160000,0.0290000,-0.0290000,9.6000600,0.0002900,-0.0002900,2020-09-17,2020-09,2020-09-24
NGTS-11 b,NGTS-11,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GILL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200500006G/abstract target=ref>Gill et al. 2020</a>,35.45533000,0.00019000,-0.00019000,0,0.201000,0.002100,-0.002200,0,9.158,0.314,-0.359,0,0.817,0.028,-0.032,0,109.33352,29.24036,-23.20159,0,0.34400,0.09200,-0.07300,0,Mass,0.130000,0.100000,-0.090000,0,,,,,435,34,-32,0,0,<a refstr=GILL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200500006G/abstract target=ref>Gill et al. 2020</a>,K,5050.00,80.00,-80.00,0,0.83,0.01,-0.01,0,0.86,0.03,-0.03,0,0.220,0.080,-0.080,0,[Fe/H],4.50,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m05.15s,23.5214497,-14d25m08.94s,-14.4191493,190.4220000,1.7770000,-1.7440000,12.4560000,0.0800000,-0.0800000,10.3150000,0.0250000,-0.0250000,12.1895000,0.0002080,-0.0002080,2020-07-02,2020-04,2020-07-09
TIC 237913194 b,TIC 237913194,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHLECKER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..275S/abstract target=ref>Schlecker et al. 2020</a>,15.16886500,0.00001800,-0.00001800,0,0.120700,0.003700,-0.003700,0,12.520,0.605,-0.527,0,1.117,0.054,-0.047,0,617.22586,29.24036,-28.92253,0,1.94200,0.09200,-0.09100,0,Mass,0.575000,0.011000,-0.011000,0,,,,,974,,,0,0,<a refstr=SCHLECKER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..275S/abstract target=ref>Schlecker et al. 2020</a>,G3,5788.00,80.00,-80.00,0,1.09,0.01,-0.01,0,1.03,0.06,-0.06,0,0.140,0.050,-0.050,0,[Fe/H],4.38,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h29m46.99s,22.4458116,-60d44m23.67s,-60.7399096,306.0630000,2.0510000,-2.0250000,12.1440000,0.0690000,-0.0690000,10.4850000,0.0210000,-0.0210000,11.9371000,0.0001760,-0.0001760,2020-12-10,2020-12,2020-12-17
TOI-1130 b,TOI-1130,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,4.06649900,0.00004600,-0.00004500,0,0.043940,0.000350,-0.000380,0,3.650,0.100,-0.100,0,0.326,0.009,-0.009,0,,,,,,,,,,0.220000,0.110000,-0.110000,0,,,,,810,15,-15,0,0,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,K7,4250.00,67.00,-67.00,0,0.69,0.01,-0.01,0,0.68,0.02,-0.02,0,0.200,,,-1,[Fe/H],4.60,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609000,0.1700000,-0.1691000,11.5950000,0.0260000,-0.0260000,8.3510000,0.0330000,-0.0330000,10.9028000,0.0007740,-0.0007740,2020-03-26,2020-03,2020-04-02
TOI-1130 c,TOI-1130,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,8.35038100,0.00003200,-0.00003300,0,0.070980,0.000560,-0.000600,0,16.814,3.026,-2.466,0,1.500,0.270,-0.220,0,309.56642,13.66669,-13.98452,0,0.97400,0.04300,-0.04400,0,Mass,0.047000,0.040000,-0.027000,0,,,,,637,12,-12,0,0,<a refstr=HUANG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...892L...7H/abstract target=ref>Huang et al. 2020</a>,K7,4250.00,67.00,-67.00,0,0.69,0.01,-0.01,0,0.68,0.02,-0.02,0,0.200,,,-1,[Fe/H],4.60,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609000,0.1700000,-0.1691000,11.5950000,0.0260000,-0.0260000,8.3510000,0.0330000,-0.0330000,10.9028000,0.0007740,-0.0007740,2020-03-26,2020-03,2020-04-02
TOI-122 b,TOI-122,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,5.07803000,0.00001500,-0.00001500,0,0.039200,0.000700,-0.000700,0,2.720,0.180,-0.180,0,0.243,0.016,-0.016,0,,,,,,,,,,0.000000,,,0,8.80,1.00,-1.00,0,471,,,0,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,M3 V,3403.00,100.00,-100.00,0,0.33,0.01,-0.01,0,0.31,0.01,-0.01,0,,,,,,4.88,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h11m47.58s,332.9482355,-58d56m45.91s,-58.9460850,62.1180000,0.2165000,-0.2151000,15.5260000,0.0260000,-0.0260000,10.7710000,0.0210000,-0.0210000,14.3357000,0.0004420,-0.0004420,2020-12-10,2021-01,2020-12-17
TOI-1235 b,TOI-1235,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...22C/abstract target=ref>Cloutier et al. 2020</a>,3.44472900,0.00003100,-0.00002800,0,0.038450,0.000370,-0.000400,0,1.738,0.087,-0.076,0,0.155,0.008,-0.007,0,6.91000,0.75000,-0.85000,0,0.02174,0.00236,-0.00267,0,Mass,0.150000,,,1,53.60,5.30,-4.70,0,754,18,-18,0,0,<a refstr=CLOUTIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...22C/abstract target=ref>Cloutier et al. 2020</a>,,3872.00,70.00,-70.00,0,0.63,0.01,-0.01,0,0.64,0.02,-0.02,0,0.050,0.090,-0.090,0,[Fe/H],4.65,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m52.38s,152.2182549,+69d16m35.83s,69.2766204,39.6345000,0.0478000,-0.0478000,11.4950000,0.0560000,-0.0560000,7.8930000,0.0230000,-0.0230000,10.8492000,0.0005190,-0.0005190,2020-05-28,2020-07,2020-06-04
TOI-125 b,TOI-125,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,4.65382000,0.00033000,-0.00031000,0,0.051860,0.000860,-0.000770,0,2.726,0.075,-0.075,0,0.243,0.007,-0.007,0,9.50000,0.88000,-0.88000,0,0.02989,0.00277,-0.00277,0,Mass,0.194000,0.041000,-0.036000,0,185.00,9.00,-9.00,0,1037,11,-11,0,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320.00,39.00,-39.00,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,-0.020,0.030,-0.030,0,[Fe/H],4.52,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.0590000,0.4440000,-0.4400000,11.0230000,0.0080000,-0.0080000,8.9950000,0.0210000,-0.0210000,10.7180000,0.0004110,-0.0004110,2020-02-06,2020-03,2020-02-13
